barcode	disease	samples	x	y	type	color	cancerType	Label	delta_ESCCDMRsVSEACDMRs
TCGA-K7-A6G5	LIHC	TCGA-K7-A6G5-01	437	251	1	#CACCDB	LIHC	Others	0.0961217139535332
TCGA-K7-AAU7	LIHC	TCGA-K7-AAU7-01	424	266	1	#CACCDB	LIHC	Others	0.136949791138692
TCGA-KR-A7K0	LIHC	TCGA-KR-A7K0-01	424	274	1	#CACCDB	LIHC	Others	0.112284412210898
TCGA-KR-A7K2	LIHC	TCGA-KR-A7K2-01	438	245	1	#CACCDB	LIHC	Others	0.169055840405659
TCGA-KR-A7K7	LIHC	TCGA-KR-A7K7-01	439	253	1	#CACCDB	LIHC	Others	0.141454963062844
TCGA-KR-A7K8	LIHC	TCGA-KR-A7K8-01	426	269	1	#CACCDB	LIHC	Others	0.0193396827997756
TCGA-LG-A6GG	LIHC	TCGA-LG-A6GG-01	428	281	1	#CACCDB	LIHC	Others	0.13163258206641
TCGA-LG-A9QC	LIHC	TCGA-LG-A9QC-01	440	242	1	#CACCDB	LIHC	Others	0.111882359173188
TCGA-LG-A9QD	LIHC	TCGA-LG-A9QD-01	437	246	1	#CACCDB	LIHC	Others	0.100575410896943
TCGA-MI-A75C	LIHC	TCGA-MI-A75C-01	443	245	1	#CACCDB	LIHC	Others	0.166920701057866
TCGA-MI-A75E	LIHC	TCGA-MI-A75E-01	425	266	1	#CACCDB	LIHC	Others	0.0775738234933686
TCGA-MI-A75G	LIHC	TCGA-MI-A75G-01	429	284	1	#CACCDB	LIHC	Others	0.15335668111516
TCGA-MI-A75H	LIHC	TCGA-MI-A75H-01	443	241	1	#CACCDB	LIHC	Others	0.120390612072295
TCGA-MI-A75I	LIHC	TCGA-MI-A75I-01	426	293	1	#CACCDB	LIHC	Others	0.101379180742942
TCGA-MR-A520	LIHC	TCGA-MR-A520-01	424	273	1	#CACCDB	LIHC	Others	0.0946632644556282
TCGA-MR-A8JO	LIHC	TCGA-MR-A8JO-01	424	269	1	#CACCDB	LIHC	Others	0.0171600730709115
TCGA-NI-A4U2	LIHC	TCGA-NI-A4U2-01	429	270	1	#CACCDB	LIHC	Others	0.0775606588138164
TCGA-NI-A8LF	LIHC	TCGA-NI-A8LF-01	425	289	1	#CACCDB	LIHC	Others	0.165332557853867
TCGA-O8-A75V	LIHC	TCGA-O8-A75V-01	441	251	1	#CACCDB	LIHC	Others	0.125100108761363
TCGA-PD-A5DF	LIHC	TCGA-PD-A5DF-01	431	259	1	#CACCDB	LIHC	Others	0.121049480857172
TCGA-QA-A7B7	LIHC	TCGA-QA-A7B7-01	434	305	1	#CACCDB	LIHC	Others	0.145798666877144
TCGA-RC-A6M3	LIHC	TCGA-RC-A6M3-01	424	268	1	#CACCDB	LIHC	Others	0.132561986616117
TCGA-RC-A6M4	LIHC	TCGA-RC-A6M4-01	446	245	1	#CACCDB	LIHC	Others	0.203035419251608
TCGA-RC-A6M5	LIHC	TCGA-RC-A6M5-01	428	272	1	#CACCDB	LIHC	Others	0.0381696208379267
TCGA-RC-A6M6	LIHC	TCGA-RC-A6M6-01	423	291	1	#CACCDB	LIHC	Others	0.101699045316329
TCGA-RC-A7S9	LIHC	TCGA-RC-A7S9-01	442	248	1	#CACCDB	LIHC	Others	0.241493888366611
TCGA-RC-A7SB	LIHC	TCGA-RC-A7SB-01	421	268	1	#CACCDB	LIHC	Others	0.10003640641548
TCGA-RC-A7SF	LIHC	TCGA-RC-A7SF-01	456	202	1	#CACCDB	LIHC	Others	0.136051735393371
TCGA-RC-A7SH	LIHC	TCGA-RC-A7SH-01	427	274	1	#CACCDB	LIHC	Others	0.187206395815959
TCGA-RC-A7SK	LIHC	TCGA-RC-A7SK-01	426	290	1	#CACCDB	LIHC	Others	0.139733164355959
TCGA-RG-A7D4	LIHC	TCGA-RG-A7D4-01	435	254	1	#CACCDB	LIHC	Others	0.0917506521725875
TCGA-UB-A7MA	LIHC	TCGA-UB-A7MA-01	427	267	1	#CACCDB	LIHC	Others	0.259665255741381
TCGA-UB-A7MB	LIHC	TCGA-UB-A7MB-01	440	245	1	#CACCDB	LIHC	Others	0.180134545625018
TCGA-UB-A7MC	LIHC	TCGA-UB-A7MC-01	437	288	1	#CACCDB	LIHC	Others	0.186376841198162
TCGA-UB-A7MD	LIHC	TCGA-UB-A7MD-01	436	254	1	#CACCDB	LIHC	Others	0.0905901820195331
TCGA-UB-A7ME	LIHC	TCGA-UB-A7ME-01	427	266	1	#CACCDB	LIHC	Others	0.133916094864736
TCGA-UB-A7MF	LIHC	TCGA-UB-A7MF-01	436	249	1	#CACCDB	LIHC	Others	0.224168040175945
TCGA-UB-AA0U	LIHC	TCGA-UB-AA0U-01	425	288	1	#CACCDB	LIHC	Others	0.122984112854257
TCGA-UB-AA0V	LIHC	TCGA-UB-AA0V-01	428	270	1	#CACCDB	LIHC	Others	0.103515832953597
TCGA-WJ-A86L	LIHC	TCGA-WJ-A86L-01	439	251	1	#CACCDB	LIHC	Others	0.126978896071179
TCGA-WQ-A9G7	LIHC	TCGA-WQ-A9G7-01	427	264	1	#CACCDB	LIHC	Others	0.132624534331085
TCGA-WQ-AB4B	LIHC	TCGA-WQ-AB4B-01	445	249	1	#CACCDB	LIHC	Others	0.12868686673391
TCGA-WX-AA44	LIHC	TCGA-WX-AA44-01	436	251	1	#CACCDB	LIHC	Others	0.105808779402871
TCGA-WX-AA46	LIHC	TCGA-WX-AA46-01	425	276	1	#CACCDB	LIHC	Others	0.11793922163432
TCGA-WX-AA47	LIHC	TCGA-WX-AA47-01	441	249	1	#CACCDB	LIHC	Others	0.174127559317408
TCGA-XR-A8TD	LIHC	TCGA-XR-A8TD-01	428	269	1	#CACCDB	LIHC	Others	0.0627943534135854
TCGA-XR-A8TE	LIHC	TCGA-XR-A8TE-01	425	275	1	#CACCDB	LIHC	Others	0.11668809596573
TCGA-XR-A8TF	LIHC	TCGA-XR-A8TF-01	433	297	1	#CACCDB	LIHC	Others	0.132098287212502
TCGA-XR-A8TG	LIHC	TCGA-XR-A8TG-01	439	249	1	#CACCDB	LIHC	Others	0.113538555631984
TCGA-YA-A8S7	LIHC	TCGA-YA-A8S7-01	428	266	1	#CACCDB	LIHC	Others	0.0473235747877256
TCGA-ZP-A9CV	LIHC	TCGA-ZP-A9CV-01	439	245	1	#CACCDB	LIHC	Others	0.111837247429505
TCGA-ZP-A9CY	LIHC	TCGA-ZP-A9CY-01	427	272	1	#CACCDB	LIHC	Others	0.104995895143921
TCGA-ZP-A9CZ	LIHC	TCGA-ZP-A9CZ-01	433	257	1	#CACCDB	LIHC	Others	0.124267822256587
TCGA-ZP-A9D0	LIHC	TCGA-ZP-A9D0-01	425	291	1	#CACCDB	LIHC	Others	0.162600062114806
TCGA-ZP-A9D1	LIHC	TCGA-ZP-A9D1-01	435	253	1	#CACCDB	LIHC	Others	0.0902932398669811
TCGA-ZP-A9D2	LIHC	TCGA-ZP-A9D2-01	424	286	1	#CACCDB	LIHC	Others	0.134692194401646
TCGA-ZP-A9D4	LIHC	TCGA-ZP-A9D4-01	446	242	1	#CACCDB	LIHC	Others	0.141441519608745
TCGA-ZS-A9CD	LIHC	TCGA-ZS-A9CD-01	440	246	1	#CACCDB	LIHC	Others	0.0979470229422122
TCGA-ZS-A9CE	LIHC	TCGA-ZS-A9CE-01	444	244	1	#CACCDB	LIHC	Others	0.168208699133188
TCGA-ZS-A9CF	LIHC	TCGA-ZS-A9CF-01	443	244	1	#CACCDB	LIHC	Others	0.171762171294959
TCGA-ZS-A9CG	LIHC	TCGA-ZS-A9CG-01	442	249	1	#CACCDB	LIHC	Others	0.103220002732499
TCGA-05-4384	LUAD	TCGA-05-4384-01	306	272	1	#D3C3E0	LUAD	Others	0.0388029616494309
TCGA-05-4390	LUAD	TCGA-05-4390-01	310	275	1	#D3C3E0	LUAD	Others	0.113510819902656
TCGA-05-4396	LUAD	TCGA-05-4396-01	302	274	1	#D3C3E0	LUAD	Others	0.184918953913721
TCGA-05-4405	LUAD	TCGA-05-4405-01	340	287	1	#D3C3E0	LUAD	Others	0.0172063568417158
TCGA-05-4410	LUAD	TCGA-05-4410-01	321	282	1	#D3C3E0	LUAD	Others	0.0104344923913184
TCGA-05-4415	LUAD	TCGA-05-4415-01	310	272	1	#D3C3E0	LUAD	Others	-0.0286908477395954
TCGA-05-4417	LUAD	TCGA-05-4417-01	301	281	1	#D3C3E0	LUAD	Others	0.0532013676699988
TCGA-05-4424	LUAD	TCGA-05-4424-01	307	288	1	#D3C3E0	LUAD	Others	0.0202726582374944
TCGA-05-4425	LUAD	TCGA-05-4425-01	345	287	1	#D3C3E0	LUAD	Others	0.140891903544487
TCGA-05-4427	LUAD	TCGA-05-4427-01	319	283	1	#D3C3E0	LUAD	Others	0.0093703138175204
TCGA-05-4433	LUAD	TCGA-05-4433-01	301	278	1	#D3C3E0	LUAD	Others	0.211934474611717
TCGA-05-5423	LUAD	TCGA-05-5423-01	300	275	1	#D3C3E0	LUAD	Others	0.0528955524019693
TCGA-05-5425	LUAD	TCGA-05-5425-01	309	273	1	#D3C3E0	LUAD	Others	0.0810768140070729
TCGA-05-5428	LUAD	TCGA-05-5428-01	334	285	1	#D3C3E0	LUAD	Others	0.0103100222365279
TCGA-05-5429	LUAD	TCGA-05-5429-01	225	256	1	#D3C3E0	LUAD	Others	0.274297426936061
TCGA-05-5715	LUAD	TCGA-05-5715-01	298	270	1	#D3C3E0	LUAD	Others	0.135041317836994
TCGA-35-5375	LUAD	TCGA-35-5375-01	314	275	1	#D3C3E0	LUAD	Others	-0.124336694142504
TCGA-38-4631	LUAD	TCGA-38-4631-01	302	271	1	#D3C3E0	LUAD	Others	0.0320142529440752
TCGA-38-4632	LUAD	TCGA-38-4632-01	337	286	1	#D3C3E0	LUAD	Others	0.0121149475311557
TCGA-38-6178	LUAD	TCGA-38-6178-01	308	271	1	#D3C3E0	LUAD	Others	0.0127917165234658
TCGA-38-7271	LUAD	TCGA-38-7271-01	314	278	1	#D3C3E0	LUAD	Others	-0.00856461669966635
TCGA-38-A44F	LUAD	TCGA-38-A44F-01	307	286	1	#D3C3E0	LUAD	Others	0.0232122082917131
TCGA-44-5643	LUAD	TCGA-44-5643-01	299	147	1	#D3C3E0	LUAD	Others	-0.202157003770055
TCGA-44-5644	LUAD	TCGA-44-5644-01	293	266	1	#D3C3E0	LUAD	Others	0.164421891346346
TCGA-44-6145	LUAD	TCGA-44-6145-01	309	287	1	#D3C3E0	LUAD	Others	0.0118373881771899
TCGA-44-6148	LUAD	TCGA-44-6148-01	301	282	1	#D3C3E0	LUAD	Others	0.0302154883638004
TCGA-44-6774	LUAD	TCGA-44-6774-01	310	280	1	#D3C3E0	LUAD	Others	-0.00827990101617893
TCGA-44-6776	LUAD	TCGA-44-6776-01	308	281	1	#D3C3E0	LUAD	Others	0.0906320784374658
TCGA-44-6777	LUAD	TCGA-44-6777-01	317	279	1	#D3C3E0	LUAD	Others	-0.0143530197389564
TCGA-44-6778	LUAD	TCGA-44-6778-01	307	279	1	#D3C3E0	LUAD	Others	-0.00777937074653656
TCGA-44-6779	LUAD	TCGA-44-6779-01	358	288	1	#D3C3E0	LUAD	Others	-0.0343452056864755
TCGA-44-7659	LUAD	TCGA-44-7659-01	341	286	1	#D3C3E0	LUAD	Others	0.0303883959192383
TCGA-44-7660	LUAD	TCGA-44-7660-01	291	161	1	#D3C3E0	LUAD	Others	-0.0740229285114474
TCGA-44-7661	LUAD	TCGA-44-7661-01	312	278	1	#D3C3E0	LUAD	Others	-0.0097683109331772
TCGA-44-7662	LUAD	TCGA-44-7662-01	313	271	1	#D3C3E0	LUAD	Others	-0.0277417411812504
TCGA-44-7667	LUAD	TCGA-44-7667-01	313	270	1	#D3C3E0	LUAD	Others	0.00986382779290151
TCGA-44-7669	LUAD	TCGA-44-7669-01	298	276	1	#D3C3E0	LUAD	Others	0.030743956954047
TCGA-44-7670	LUAD	TCGA-44-7670-01	172	204	1	#D3C3E0	LUAD	Others	0.118342098223632
TCGA-44-7671	LUAD	TCGA-44-7671-01	306	281	1	#D3C3E0	LUAD	Others	0.0642587805951315
TCGA-44-7672	LUAD	TCGA-44-7672-01	316	284	1	#D3C3E0	LUAD	Others	-0.00664951485814858
TCGA-44-8117	LUAD	TCGA-44-8117-01	351	286	1	#D3C3E0	LUAD	Others	0.01962102252913
TCGA-44-8119	LUAD	TCGA-44-8119-01	247	205	1	#D3C3E0	LUAD	Others	0.0413599202224621
TCGA-44-8120	LUAD	TCGA-44-8120-01	311	269	1	#D3C3E0	LUAD	Others	0.0116698179305109
TCGA-44-A479	LUAD	TCGA-44-A479-01	309	284	1	#D3C3E0	LUAD	Others	0.00907622933010699
TCGA-44-A47A	LUAD	TCGA-44-A47A-01	313	282	1	#D3C3E0	LUAD	Others	0.0566335224953636
TCGA-44-A47B	LUAD	TCGA-44-A47B-01	311	284	1	#D3C3E0	LUAD	Others	0.0725493232264504
TCGA-44-A47G	LUAD	TCGA-44-A47G-01	314	286	1	#D3C3E0	LUAD	Others	-0.00614574551493374
TCGA-44-A4SS	LUAD	TCGA-44-A4SS-01	313	272	1	#D3C3E0	LUAD	Others	0.00667788164850514
TCGA-44-A4SU	LUAD	TCGA-44-A4SU-01	297	272	1	#D3C3E0	LUAD	Others	0.00856027235525569
TCGA-49-4487	LUAD	TCGA-49-4487-01	313	286	1	#D3C3E0	LUAD	Others	-0.0126878690304356
TCGA-49-4488	LUAD	TCGA-49-4488-01	322	283	1	#D3C3E0	LUAD	Others	0.00515041900248492
TCGA-49-4490	LUAD	TCGA-49-4490-01	300	269	1	#D3C3E0	LUAD	Others	-0.0127396718959726
TCGA-49-4512	LUAD	TCGA-49-4512-01	312	279	1	#D3C3E0	LUAD	Others	0.00887998444675386
TCGA-49-4514	LUAD	TCGA-49-4514-01	303	277	1	#D3C3E0	LUAD	Others	0.0595583714990612
TCGA-49-6742	LUAD	TCGA-49-6742-01	297	268	1	#D3C3E0	LUAD	Others	0.101286416765956
TCGA-49-6743	LUAD	TCGA-49-6743-01	303	287	1	#D3C3E0	LUAD	Others	-0.00254654693149547
TCGA-49-6744	LUAD	TCGA-49-6744-01	309	280	1	#D3C3E0	LUAD	Others	0.0116493935459886
TCGA-49-6745	LUAD	TCGA-49-6745-01	317	285	1	#D3C3E0	LUAD	Others	-0.000488075159338908
TCGA-49-6761	LUAD	TCGA-49-6761-01	318	284	1	#D3C3E0	LUAD	Others	-0.00973624247320426
TCGA-49-6767	LUAD	TCGA-49-6767-01	303	270	1	#D3C3E0	LUAD	Others	-0.0269302448526701
TCGA-49-AAQV	LUAD	TCGA-49-AAQV-01	298	279	1	#D3C3E0	LUAD	Others	-0.013092955866061
TCGA-49-AAR0	LUAD	TCGA-49-AAR0-01	297	277	1	#D3C3E0	LUAD	Others	0.018098035704842
TCGA-49-AAR2	LUAD	TCGA-49-AAR2-01	300	273	1	#D3C3E0	LUAD	Others	0.0942757837805089
TCGA-49-AAR3	LUAD	TCGA-49-AAR3-01	312	273	1	#D3C3E0	LUAD	Others	-0.0379947231206182
TCGA-49-AAR4	LUAD	TCGA-49-AAR4-01	306	276	1	#D3C3E0	LUAD	Others	-0.0310223618977808
TCGA-49-AAR9	LUAD	TCGA-49-AAR9-01	268	202	1	#D3C3E0	LUAD	Others	0.0304901669828465
TCGA-49-AARE	LUAD	TCGA-49-AARE-01	307	277	1	#D3C3E0	LUAD	Others	-0.00190121705599322
TCGA-49-AARN	LUAD	TCGA-49-AARN-01	312	281	1	#D3C3E0	LUAD	Others	-0.00307226596907995
TCGA-49-AARO	LUAD	TCGA-49-AARO-01	305	271	1	#D3C3E0	LUAD	Others	-0.0245567103141747
TCGA-49-AARQ	LUAD	TCGA-49-AARQ-01	319	282	1	#D3C3E0	LUAD	Others	0.0286685723600195
TCGA-49-AARR	LUAD	TCGA-49-AARR-01	301	279	1	#D3C3E0	LUAD	Others	-0.0309008767825898
TCGA-4B-A93V	LUAD	TCGA-4B-A93V-01	307	270	1	#D3C3E0	LUAD	Others	0.0447900234719536
TCGA-50-5044	LUAD	TCGA-50-5044-01	311	285	1	#D3C3E0	LUAD	Others	-0.0116365600659573
TCGA-50-5045	LUAD	TCGA-50-5045-01	305	288	1	#D3C3E0	LUAD	Others	-0.0291796011086923
TCGA-50-5049	LUAD	TCGA-50-5049-01	313	277	1	#D3C3E0	LUAD	Others	-0.0162873188079949
TCGA-50-5051	LUAD	TCGA-50-5051-01	307	281	1	#D3C3E0	LUAD	Others	0.0743173941781914
TCGA-50-5055	LUAD	TCGA-50-5055-01	302	284	1	#D3C3E0	LUAD	Others	-0.0118313541859602
TCGA-50-5066	LUAD	TCGA-50-5066-01	301	280	1	#D3C3E0	LUAD	Others	-0.0212089005385694
TCGA-50-5068	LUAD	TCGA-50-5068-01	307	278	1	#D3C3E0	LUAD	Others	0.00185532863435811
TCGA-50-5072	LUAD	TCGA-50-5072-01	297	273	1	#D3C3E0	LUAD	Others	0.0280726264938173
TCGA-50-5930	LUAD	TCGA-50-5930-01	307	274	1	#D3C3E0	LUAD	Others	0.0187352648955872
TCGA-50-5931	LUAD	TCGA-50-5931-01	278	90	1	#D3C3E0	LUAD	Others	-0.147757819413895
TCGA-50-5932	LUAD	TCGA-50-5932-01	196	215	1	#D3C3E0	LUAD	Others	0.110113407786399
TCGA-50-5933	LUAD	TCGA-50-5933-01	348	288	1	#D3C3E0	LUAD	Others	-0.0217033607805401
TCGA-50-5935	LUAD	TCGA-50-5935-01	307	284	1	#D3C3E0	LUAD	Others	0.0462345300869115
TCGA-50-5936	LUAD	TCGA-50-5936-01	299	277	1	#D3C3E0	LUAD	Others	0.0481888931582034
TCGA-50-5939	LUAD	TCGA-50-5939-01	308	272	1	#D3C3E0	LUAD	Others	-0.0181023267263745
TCGA-50-5941	LUAD	TCGA-50-5941-01	314	280	1	#D3C3E0	LUAD	Others	0.0241820193879332
TCGA-50-5942	LUAD	TCGA-50-5942-01	306	287	1	#D3C3E0	LUAD	Others	0.0788339947661437
TCGA-50-5944	LUAD	TCGA-50-5944-01	299	273	1	#D3C3E0	LUAD	Others	0.0712991238370198
TCGA-50-5946	LUAD	TCGA-50-5946-01	299	269	1	#D3C3E0	LUAD	Others	-0.0230359404276987
TCGA-50-6590	LUAD	TCGA-50-6590-01	312	283	1	#D3C3E0	LUAD	Others	-0.0429107116512157
TCGA-50-6591	LUAD	TCGA-50-6591-01	429	147	1	#D3C3E0	LUAD	Others	-0.0707925324345325
TCGA-50-6592	LUAD	TCGA-50-6592-01	312	285	1	#D3C3E0	LUAD	Others	0.00894448844937235
TCGA-50-6593	LUAD	TCGA-50-6593-01	313	278	1	#D3C3E0	LUAD	Others	0.00325209865342502
TCGA-50-6594	LUAD	TCGA-50-6594-01	316	283	1	#D3C3E0	LUAD	Others	0.00781423535937698
TCGA-50-6595	LUAD	TCGA-50-6595-01	311	281	1	#D3C3E0	LUAD	Others	-0.0434534216803634
TCGA-50-6597	LUAD	TCGA-50-6597-01	308	266	1	#D3C3E0	LUAD	Others	0.0937639582710864
TCGA-50-6673	LUAD	TCGA-50-6673-01	305	272	1	#D3C3E0	LUAD	Others	0.069770025243304
TCGA-50-7109	LUAD	TCGA-50-7109-01	313	273	1	#D3C3E0	LUAD	Others	0.0308173274837763
TCGA-50-8457	LUAD	TCGA-50-8457-01	309	286	1	#D3C3E0	LUAD	Others	0.00377610418347862
TCGA-50-8459	LUAD	TCGA-50-8459-01	311	276	1	#D3C3E0	LUAD	Others	0.0744656806809072
TCGA-50-8460	LUAD	TCGA-50-8460-01	309	281	1	#D3C3E0	LUAD	Others	0.0179417270741835
TCGA-53-7624	LUAD	TCGA-53-7624-01	192	214	1	#D3C3E0	LUAD	Others	-0.0398884074196943
TCGA-53-7626	LUAD	TCGA-53-7626-01	305	273	1	#D3C3E0	LUAD	Others	-0.00132581034359547
TCGA-53-7813	LUAD	TCGA-53-7813-01	316	277	1	#D3C3E0	LUAD	Others	0.0478782248812334
TCGA-53-A4EZ	LUAD	TCGA-53-A4EZ-01	310	277	1	#D3C3E0	LUAD	Others	0.080535892039107
TCGA-55-5899	LUAD	TCGA-55-5899-01	257	255	1	#D3C3E0	LUAD	Others	0.0824649702984339
TCGA-55-6543	LUAD	TCGA-55-6543-01	314	276	1	#D3C3E0	LUAD	Others	0.0726403618525311
TCGA-55-6642	LUAD	TCGA-55-6642-01	308	286	1	#D3C3E0	LUAD	Others	0.0130535405047594
TCGA-55-6712	LUAD	TCGA-55-6712-01	330	285	1	#D3C3E0	LUAD	Others	0.00435498704377113
TCGA-55-6968	LUAD	TCGA-55-6968-01	303	285	1	#D3C3E0	LUAD	Others	-0.0269587768196754
TCGA-55-6969	LUAD	TCGA-55-6969-01	311	283	1	#D3C3E0	LUAD	Others	0.00146741762989777
TCGA-55-6970	LUAD	TCGA-55-6970-01	308	285	1	#D3C3E0	LUAD	Others	0.0352006965751268
TCGA-55-6971	LUAD	TCGA-55-6971-01	303	284	1	#D3C3E0	LUAD	Others	0.024876137771501
TCGA-55-6972	LUAD	TCGA-55-6972-01	318	278	1	#D3C3E0	LUAD	Others	0.0821657133724954
TCGA-55-6978	LUAD	TCGA-55-6978-01	316	286	1	#D3C3E0	LUAD	Others	-0.0263398478120325
TCGA-55-6979	LUAD	TCGA-55-6979-01	314	272	1	#D3C3E0	LUAD	Others	-0.0161869857102318
TCGA-55-6980	LUAD	TCGA-55-6980-01	316	278	1	#D3C3E0	LUAD	Others	-0.0125281480244263
TCGA-55-6981	LUAD	TCGA-55-6981-01	332	285	1	#D3C3E0	LUAD	Others	0.00623583330183519
TCGA-55-6982	LUAD	TCGA-55-6982-01	304	278	1	#D3C3E0	LUAD	Others	0.00252111635261631
TCGA-55-6983	LUAD	TCGA-55-6983-01	315	280	1	#D3C3E0	LUAD	Others	0.0501367071237685
TCGA-55-6984	LUAD	TCGA-55-6984-01	316	281	1	#D3C3E0	LUAD	Others	0.155050884309586
TCGA-55-6985	LUAD	TCGA-55-6985-01	301	274	1	#D3C3E0	LUAD	Others	-0.0116489361934278
TCGA-55-6986	LUAD	TCGA-55-6986-01	308	287	1	#D3C3E0	LUAD	Others	0.0301362557914345
TCGA-55-6987	LUAD	TCGA-55-6987-01	309	285	1	#D3C3E0	LUAD	Others	-0.0109670628303357
TCGA-55-7281	LUAD	TCGA-55-7281-01	306	273	1	#D3C3E0	LUAD	Others	0.0220783074567653
TCGA-55-7283	LUAD	TCGA-55-7283-01	344	288	1	#D3C3E0	LUAD	Others	0.0732542865141972
TCGA-55-7284	LUAD	TCGA-55-7284-01	301	276	1	#D3C3E0	LUAD	Others	0.167380511821916
TCGA-55-7570	LUAD	TCGA-55-7570-01	276	93	1	#D3C3E0	LUAD	Others	0.0166995141941976
TCGA-55-7573	LUAD	TCGA-55-7573-01	310	279	1	#D3C3E0	LUAD	Others	0.0024167248564414
TCGA-55-7574	LUAD	TCGA-55-7574-01	307	287	1	#D3C3E0	LUAD	Others	-0.0063546230842807
TCGA-55-7576	LUAD	TCGA-55-7576-01	350	287	1	#D3C3E0	LUAD	Others	0.015605981089799
TCGA-55-7724	LUAD	TCGA-55-7724-01	308	280	1	#D3C3E0	LUAD	Others	-0.10674007312826
TCGA-55-7725	LUAD	TCGA-55-7725-01	311	286	1	#D3C3E0	LUAD	Others	0.0523589510557761
TCGA-55-7726	LUAD	TCGA-55-7726-01	304	273	1	#D3C3E0	LUAD	Others	-0.151852514804056
TCGA-55-7727	LUAD	TCGA-55-7727-01	331	284	1	#D3C3E0	LUAD	Others	0.034010264465962
TCGA-55-7728	LUAD	TCGA-55-7728-01	299	279	1	#D3C3E0	LUAD	Others	0.159691345812273
TCGA-55-7815	LUAD	TCGA-55-7815-01	306	286	1	#D3C3E0	LUAD	Others	0.0358659357742804
TCGA-55-7903	LUAD	TCGA-55-7903-01	349	287	1	#D3C3E0	LUAD	Others	0.0327800424499027
TCGA-55-7907	LUAD	TCGA-55-7907-01	316	276	1	#D3C3E0	LUAD	Others	0.0564109701312221
TCGA-55-7910	LUAD	TCGA-55-7910-01	310	271	1	#D3C3E0	LUAD	Others	0.0470697006221084
TCGA-55-7911	LUAD	TCGA-55-7911-01	343	287	1	#D3C3E0	LUAD	Others	0.0111253041558038
TCGA-55-7913	LUAD	TCGA-55-7913-01	301	271	1	#D3C3E0	LUAD	Others	0.0661541378375207
TCGA-55-7914	LUAD	TCGA-55-7914-01	324	284	1	#D3C3E0	LUAD	Others	0.0768750494873481
TCGA-55-7994	LUAD	TCGA-55-7994-01	413	321	1	#D3C3E0	LUAD	Others	0.0463286024218652
TCGA-55-7995	LUAD	TCGA-55-7995-01	308	274	1	#D3C3E0	LUAD	Others	0.00239304222484549
TCGA-55-8085	LUAD	TCGA-55-8085-01	311	271	1	#D3C3E0	LUAD	Others	0.0428630254649038
TCGA-55-8087	LUAD	TCGA-55-8087-01	307	282	1	#D3C3E0	LUAD	Others	0.124778322343703
TCGA-55-8089	LUAD	TCGA-55-8089-01	309	270	1	#D3C3E0	LUAD	Others	0.00104540706904444
TCGA-55-8090	LUAD	TCGA-55-8090-01	301	268	1	#D3C3E0	LUAD	Others	0.0626470734302147
TCGA-55-8091	LUAD	TCGA-55-8091-01	299	274	1	#D3C3E0	LUAD	Others	-0.00498124664967392
TCGA-55-8092	LUAD	TCGA-55-8092-01	309	274	1	#D3C3E0	LUAD	Others	0.0635311810874513
TCGA-55-8094	LUAD	TCGA-55-8094-01	297	269	1	#D3C3E0	LUAD	Others	0.142560461663173
TCGA-55-8096	LUAD	TCGA-55-8096-01	307	272	1	#D3C3E0	LUAD	Others	-0.00426492148023028
TCGA-55-8097	LUAD	TCGA-55-8097-01	305	269	1	#D3C3E0	LUAD	Others	0.0756580809552664
TCGA-55-8203	LUAD	TCGA-55-8203-01	302	280	1	#D3C3E0	LUAD	Others	0.0973885759701681
TCGA-55-8204	LUAD	TCGA-55-8204-01	281	94	1	#D3C3E0	LUAD	Others	-0.139120581037163
TCGA-55-8205	LUAD	TCGA-55-8205-01	343	286	1	#D3C3E0	LUAD	Others	0.010969997107829
TCGA-55-8206	LUAD	TCGA-55-8206-01	298	277	1	#D3C3E0	LUAD	Others	0.0588100884147377
TCGA-55-8207	LUAD	TCGA-55-8207-01	299	276	1	#D3C3E0	LUAD	Others	0.0340947048933512
TCGA-55-8208	LUAD	TCGA-55-8208-01	302	282	1	#D3C3E0	LUAD	Others	-0.00498695196766608
TCGA-55-8299	LUAD	TCGA-55-8299-01	307	283	1	#D3C3E0	LUAD	Others	-0.0186625951272027
TCGA-55-8301	LUAD	TCGA-55-8301-01	313	279	1	#D3C3E0	LUAD	Others	-0.0118101411185298
TCGA-55-8302	LUAD	TCGA-55-8302-01	313	281	1	#D3C3E0	LUAD	Others	-0.0146046168340618
TCGA-55-8505	LUAD	TCGA-55-8505-01	302	276	1	#D3C3E0	LUAD	Others	0.0131753463983042
TCGA-55-8506	LUAD	TCGA-55-8506-01	349	286	1	#D3C3E0	LUAD	Others	0.0228986730450752
TCGA-55-8507	LUAD	TCGA-55-8507-01	304	277	1	#D3C3E0	LUAD	Others	0.0644746775502066
TCGA-55-8508	LUAD	TCGA-55-8508-01	306	282	1	#D3C3E0	LUAD	Others	0.0359961634768218
TCGA-55-8510	LUAD	TCGA-55-8510-01	315	276	1	#D3C3E0	LUAD	Others	0.000160882944460594
TCGA-55-8511	LUAD	TCGA-55-8511-01	346	287	1	#D3C3E0	LUAD	Others	-0.00369225156879971
TCGA-55-8512	LUAD	TCGA-55-8512-01	302	277	1	#D3C3E0	LUAD	Others	0.0160077972313273
TCGA-55-8513	LUAD	TCGA-55-8513-01	300	278	1	#D3C3E0	LUAD	Others	0.0309146275314717
