SampleName	cancerType	Label	delta_ESCCDMRsVSEACDMRs
TCGA-AB-2877_T	LAML	Other cancers	-0.0434783845324581
TCGA-AB-2878_T	LAML	Other cancers	-0.014769614134301
TCGA-AB-2879_T	LAML	Other cancers	-0.0415425598708554
TCGA-AB-2880_T	LAML	Other cancers	-0.0159564936512675
TCGA-AB-2881_T	LAML	Other cancers	-0.0308915127600108
TCGA-AB-2882_T	LAML	Other cancers	-0.0308558851099063
TCGA-AB-2883_T	LAML	Other cancers	-0.0487664091723753
TCGA-AB-2884_T	LAML	Other cancers	-0.0337881250599907
TCGA-AB-2885_T	LAML	Other cancers	-0.035487352631191
TCGA-AB-2886_T	LAML	Other cancers	-0.0313950260425795
TCGA-AB-2887_T	LAML	Other cancers	-0.0354268424198133
TCGA-AB-2888_T	LAML	Other cancers	-0.0285530800111818
TCGA-AB-2889_T	LAML	Other cancers	-0.0285783877862694
TCGA-AB-2890_T	LAML	Other cancers	-0.0285264993197444
TCGA-AB-2891_T	LAML	Other cancers	-0.00979190883200287
TCGA-AB-2892_T	LAML	Other cancers	-0.0302970566914914
TCGA-AB-2893_T	LAML	Other cancers	-0.0397136644549524
TCGA-AB-2894_T	LAML	Other cancers	-0.0117842459394183
TCGA-AB-2895_T	LAML	Other cancers	-0.0180148002462369
TCGA-AB-2896_T	LAML	Other cancers	-0.0150197647305012
TCGA-AB-2897_T	LAML	Other cancers	-0.047444204737396
TCGA-AB-2898_T	LAML	Other cancers	-0.00935250223123729
TCGA-AB-2899_T	LAML	Other cancers	-0.0262252366815738
TCGA-AB-2900_T	LAML	Other cancers	-0.0454038759514488
TCGA-AB-2901_T	LAML	Other cancers	-0.0366664689754496
TCGA-AB-2903_T	LAML	Other cancers	-0.0454720326669081
TCGA-AB-2904_T	LAML	Other cancers	-0.0130270920873373
TCGA-AB-2906_T	LAML	Other cancers	-0.0436424575128711
TCGA-AB-2907_T	LAML	Other cancers	-0.0318471121291564
TCGA-AB-2908_T	LAML	Other cancers	-0.0258880713475492
TCGA-AB-2909_T	LAML	Other cancers	-0.0276518701712981
TCGA-AB-2910_T	LAML	Other cancers	-0.0313112158610082
TCGA-AB-2911_T	LAML	Other cancers	-0.0239084799058837
TCGA-AB-2912_T	LAML	Other cancers	-0.0250345109112264
TCGA-AB-2913_T	LAML	Other cancers	-0.0333697086834291
TCGA-AB-2914_T	LAML	Other cancers	-0.0303124709441418
TCGA-AB-2915_T	LAML	Other cancers	-0.0236791148724496
TCGA-AB-2916_T	LAML	Other cancers	-0.01616802130047
TCGA-AB-2917_T	LAML	Other cancers	-0.00266449756777809
TCGA-AB-2918_T	LAML	Other cancers	-0.0441119711293739
TCGA-AB-2919_T	LAML	Other cancers	-0.0455290389066786
TCGA-AB-2920_T	LAML	Other cancers	-0.0304935934096027
TCGA-AB-2921_T	LAML	Other cancers	-0.0163907391366819
TCGA-AB-2922_T	LAML	Other cancers	-0.047192120015253
TCGA-AB-2923_T	LAML	Other cancers	-0.0452073860705171
TCGA-AB-2924_T	LAML	Other cancers	-0.0248248774598494
TCGA-AB-2925_T	LAML	Other cancers	-0.0177180201763869
TCGA-AB-2926_T	LAML	Other cancers	-0.0494298771703083
TCGA-AB-2927_T	LAML	Other cancers	-0.0367980536861835
TCGA-AB-2928_T	LAML	Other cancers	-0.00419171597019452
TCGA-AB-2929_T	LAML	Other cancers	-0.0146592767459742
TCGA-AB-2930_T	LAML	Other cancers	-0.0339344270552616
TCGA-AB-2931_T	LAML	Other cancers	-0.0258884685084474
TCGA-AB-2932_T	LAML	Other cancers	-0.0303419257920441
TCGA-AB-2933_T	LAML	Other cancers	-0.0153312110843826
TCGA-AB-2934_T	LAML	Other cancers	-0.00569112663383775
TCGA-AB-2935_T	LAML	Other cancers	-0.0303887174689409
TCGA-AB-2936_T	LAML	Other cancers	-0.0346416608316868
TCGA-AB-2937_T	LAML	Other cancers	-0.0272742053920956
TCGA-AB-2938_T	LAML	Other cancers	0.0095997303307751
TCGA-AB-2939_T	LAML	Other cancers	-0.025866183221349
TCGA-AB-2940_T	LAML	Other cancers	0.00736170624719956
TCGA-AB-2941_T	LAML	Other cancers	-0.0069863171949901
TCGA-AB-2942_T	LAML	Other cancers	-0.0271643510247558
TCGA-AB-2943_T	LAML	Other cancers	-0.0305070949628351
TCGA-AB-2944_T	LAML	Other cancers	-0.0278652461531085
TCGA-AB-2945_T	LAML	Other cancers	-0.0360725367104884
TCGA-AB-2946_T	LAML	Other cancers	-0.0217895373214112
TCGA-AB-2947_T	LAML	Other cancers	-0.025578549747359
TCGA-AB-2948_T	LAML	Other cancers	-0.0316609518110269
TCGA-AB-2949_T	LAML	Other cancers	-0.0168533419070775
TCGA-AB-2950_T	LAML	Other cancers	-0.0227275643405799
TCGA-AB-2952_T	LAML	Other cancers	-0.0228623391903381
TCGA-AB-2954_T	LAML	Other cancers	-0.0355599730169405
TCGA-AB-2955_T	LAML	Other cancers	0.00573512480514304
TCGA-AB-2956_T	LAML	Other cancers	-0.0388197052066588
TCGA-AB-2957_T	LAML	Other cancers	-0.0350611005882157
TCGA-AB-2959_T	LAML	Other cancers	-0.0437351568511206
TCGA-AB-2963_T	LAML	Other cancers	-0.0295683174107598
TCGA-AB-2964_T	LAML	Other cancers	-0.030595988555802
TCGA-AB-2965_T	LAML	Other cancers	-0.0172586514155824
TCGA-AB-2966_T	LAML	Other cancers	0.0144351524403135
TCGA-AB-2967_T	LAML	Other cancers	-0.0102379004425149
TCGA-AB-2968_T	LAML	Other cancers	-0.0277501836963802
TCGA-AB-2969_T	LAML	Other cancers	-0.024719842870069
TCGA-AB-2970_T	LAML	Other cancers	-0.0347968230983229
TCGA-AB-2971_T	LAML	Other cancers	-0.0378497133814376
TCGA-AB-2972_T	LAML	Other cancers	-0.0229380522713268
TCGA-AB-2973_T	LAML	Other cancers	-0.0429685114978006
TCGA-AB-2974_T	LAML	Other cancers	-0.0292209303622565
TCGA-AB-2975_T	LAML	Other cancers	-0.0202334685245827
TCGA-AB-2976_T	LAML	Other cancers	-0.0287579147949962
TCGA-AB-2977_T	LAML	Other cancers	-0.054904964067909
TCGA-AB-2978_T	LAML	Other cancers	-0.020823700167718
TCGA-AB-2979_T	LAML	Other cancers	-0.0186828350488658
TCGA-AB-2980_T	LAML	Other cancers	-0.0189806274451061
TCGA-AB-2981_T	LAML	Other cancers	-0.0254886974055039
TCGA-AB-2982_T	LAML	Other cancers	-0.0458541857375694
TCGA-AB-2983_T	LAML	Other cancers	-0.0282164288580447
TCGA-AB-2984_T	LAML	Other cancers	-0.0492508018619425
TCGA-AB-2985_T	LAML	Other cancers	-0.0318820284554349
TCGA-AB-2986_T	LAML	Other cancers	-0.0276914881016076
TCGA-AB-2987_T	LAML	Other cancers	-0.0232299768063925
TCGA-AB-2988_T	LAML	Other cancers	-0.0368805226815946
TCGA-AB-2989_T	LAML	Other cancers	-0.01591245065534
TCGA-AB-2990_T	LAML	Other cancers	-0.0565193226906526
TCGA-AB-2991_T	LAML	Other cancers	-0.0401666112280149
TCGA-AB-2992_T	LAML	Other cancers	-0.0399214914036057
TCGA-AB-2993_T	LAML	Other cancers	-0.029615738254921
TCGA-AB-2995_T	LAML	Other cancers	-0.00273032559035336
TCGA-AB-2996_T	LAML	Other cancers	-0.0310273490715863
TCGA-AB-2997_T	LAML	Other cancers	-0.0500949124917263
TCGA-AB-2998_T	LAML	Other cancers	-0.0378486631252977
TCGA-AB-2999_T	LAML	Other cancers	-0.0364527853635584
TCGA-AB-3000_T	LAML	Other cancers	-0.0141183156670758
TCGA-AB-3001_T	LAML	Other cancers	-0.030399630702681
TCGA-AB-3002_T	LAML	Other cancers	-0.0413720068639364
TCGA-AB-3005_T	LAML	Other cancers	-0.0337833846966056
TCGA-AB-3006_T	LAML	Other cancers	-0.0233468121969569
TCGA-AB-3007_T	LAML	Other cancers	-0.0420632811989488
TCGA-AB-3008_T	LAML	Other cancers	-0.00842956230660585
TCGA-AB-3009_T	LAML	Other cancers	0.0243083868912365
TCGA-AB-3011_T	LAML	Other cancers	-0.0329834782485645
TCGA-AB-3012_T	LAML	Other cancers	-0.0454217446487836
TCGA-AC-A23C_T	BRCA	Other cancers	-0.0142600222411586
TCGA-AC-A23E_T	BRCA	Other cancers	-0.034340116578489
TCGA-AC-A23G_T	BRCA	Other cancers	-0.0732641017020284
TCGA-AC-A23H_T	BRCA	Other cancers	0.00676683404112099
TCGA-AC-A2B8_T	BRCA	Other cancers	-0.025641062840623
TCGA-AC-A2BK_T	BRCA	Other cancers	-0.16130892788942
TCGA-AC-A2BM_T	BRCA	Other cancers	-0.0137397956872738
TCGA-AC-A2FB_T	BRCA	Other cancers	-0.0613909309050921
TCGA-AC-A2FE_T	BRCA	Other cancers	-0.0304383423682327
TCGA-AC-A2FF_T	BRCA	Other cancers	-0.0781868217501854
TCGA-AC-A2FG_T	BRCA	Other cancers	-0.0588597110877208
TCGA-AC-A2FK_T	BRCA	Other cancers	-0.149670244893036
TCGA-AC-A2FM_T	BRCA	Other cancers	0.0492376920305435
TCGA-AC-A2FO_T	BRCA	Other cancers	-0.036890485081306
TCGA-AC-A2QH_T	BRCA	Other cancers	-0.126103425098451
TCGA-AC-A2QI_T	BRCA	Other cancers	-0.0129474461474751
TCGA-AC-A2QJ_T	BRCA	Other cancers	-0.140779171909973
TCGA-AC-A3BB_T	BRCA	Other cancers	-0.0243219856966338
TCGA-AC-A3EH_T	BRCA	Other cancers	-0.00619362469976692
TCGA-AC-A3HN_T	BRCA	Other cancers	-0.0521069267202325
TCGA-AC-A3OD_T	BRCA	Other cancers	-0.0302213599015506
TCGA-AC-A3QP_T	BRCA	Other cancers	-0.0698574475984967
TCGA-AC-A3QQ_T	BRCA	Other cancers	-0.0242375617492824
TCGA-AC-A3TM_T	BRCA	Other cancers	-0.0416110761724964
TCGA-AC-A3TN_T	BRCA	Other cancers	0.00310773838850031
TCGA-AC-A3W5_T	BRCA	Other cancers	-0.0298398632100565
TCGA-AC-A3W6_T	BRCA	Other cancers	-0.0190870281903436
TCGA-AC-A3W7_T	BRCA	Other cancers	-0.0266100172700288
TCGA-AC-A3YI_T	BRCA	Other cancers	-0.101260596419916
TCGA-AC-A3YJ_T	BRCA	Other cancers	0.0132098390021608
TCGA-AC-A4ZE_T	BRCA	Other cancers	0.0140382794688328
TCGA-AC-A5EH_T	BRCA	Other cancers	-0.0618939912560296
TCGA-AC-A5EI_T	BRCA	Other cancers	-0.109671399398999
TCGA-AC-A5XS_T	BRCA	Other cancers	-0.000352870744505074
TCGA-AC-A5XU_T	BRCA	Other cancers	-0.00024480537197713
TCGA-AC-A62V_T	BRCA	Other cancers	0.0132388344162911
TCGA-AC-A62X_T	BRCA	Other cancers	-0.155870918330991
TCGA-AC-A62Y_T	BRCA	Other cancers	-0.0188889297397578
TCGA-AC-A6IV_T	BRCA	Other cancers	-0.0539901120914552
TCGA-AC-A6IW_T	BRCA	Other cancers	-0.111660190960514
TCGA-AC-A6IX_T	BRCA	Other cancers	-0.00612525445898027
TCGA-AC-A6NO_T	BRCA	Other cancers	-0.0288071926997647
TCGA-AC-A7VB_T	BRCA	Other cancers	0.0583763393522848
TCGA-AC-A7VC_T	BRCA	Other cancers	-0.169339849299294
TCGA-AC-A8OP_T	BRCA	Other cancers	-0.00525956406094996
TCGA-AC-A8OQ_T	BRCA	Other cancers	-0.0634574414473751
TCGA-AC-A8OR_T	BRCA	Other cancers	-0.0435423803949035
TCGA-AC-A8OS_T	BRCA	Other cancers	-0.0178863889235962
TCGA-AD-5900_T	COAD	GI cancers	0.206256815596962
TCGA-AD-6548_T	COAD	GI cancers	0.198194847755906
TCGA-AD-6888_T	COAD	GI cancers	0.31587719579793
TCGA-AD-6889_T	COAD	GI cancers	0.348730938610019
TCGA-AD-6890_T	COAD	GI cancers	0.250167011323216
TCGA-AD-6895_T	COAD	GI cancers	0.205439900445596
TCGA-AD-6899_T	COAD	GI cancers	0.225749841394374
TCGA-AD-6901_T	COAD	GI cancers	0.231763930961493
TCGA-AD-6963_T	COAD	GI cancers	0.145027537014388
TCGA-AD-6964_T	COAD	GI cancers	0.103588390697963
TCGA-AD-6965_T	COAD	GI cancers	0.332365125934271
TCGA-AD-A5EJ_T	COAD	GI cancers	0.298855066696901
TCGA-AD-A5EK_T	COAD	GI cancers	0.321844654659898
TCGA-AF-2687_T	READ	GI cancers	0.145977907996788
TCGA-AF-2690_T	READ	GI cancers	0.173611699513784
TCGA-AF-2693_T	READ	GI cancers	0.287353637787591
TCGA-AF-3911_T	READ	GI cancers	0.335134504295457
TCGA-AF-4110_T	READ	GI cancers	0.246111667216388
TCGA-AF-6136_T	READ	GI cancers	0.334473720188525
TCGA-AF-6655_T	READ	GI cancers	0.239279279399427
TCGA-AF-6672_T	READ	GI cancers	0.311869832737948
TCGA-AF-A56K_T	READ	GI cancers	0.222105474957052
TCGA-AF-A56L_T	READ	GI cancers	0.237431541574014
TCGA-AF-A56N_T	READ	GI cancers	0.297488016297836
TCGA-AG-3591_T	READ	GI cancers	0.353682067918029
TCGA-AG-3592_T	READ	GI cancers	0.339314462780249
TCGA-AG-3725_T	READ	GI cancers	0.385285855514088
TCGA-AG-3731_T	READ	GI cancers	0.177094245007839
TCGA-AG-3732_T	READ	GI cancers	0.233611240043343
TCGA-AG-3742_T	READ	GI cancers	0.316286311323336
TCGA-AG-4021_T	READ	GI cancers	0.286397405268267
TCGA-AG-4022_T	READ	GI cancers	0.280890878470298
TCGA-AG-A01W_T	READ	GI cancers	0.309338222579195
TCGA-AG-A01Y_T	READ	GI cancers	0.208480625237071
TCGA-AG-A020_T	READ	GI cancers	0.350603973283868
TCGA-AG-A026_T	READ	GI cancers	0.350744671360444
TCGA-AG-A02N_T	READ	GI cancers	0.35006830045362
TCGA-AG-A036_T	READ	GI cancers	0.295401032821814
TCGA-AH-6544_T	READ	GI cancers	0.267885952475803
TCGA-AH-6547_T	READ	GI cancers	0.166269889591574
TCGA-AH-6549_T	READ	GI cancers	0.299923012976439
TCGA-AH-6643_T	READ	GI cancers	0.307694074827752
TCGA-AH-6644_T	READ	GI cancers	0.273699725385126
TCGA-AH-6897_T	READ	GI cancers	0.306719866780655
TCGA-AH-6903_T	READ	GI cancers	0.318895260150915
TCGA-AJ-A23M_T	UCEC	Other cancers	-0.0917522944321316
TCGA-AJ-A23N_T	UCEC	Other cancers	-0.0693227184464555
TCGA-AJ-A23O_T	UCEC	Other cancers	0.00654740742826065
TCGA-AJ-A2QK_T	UCEC	Other cancers	-0.0451338461006958
TCGA-AJ-A2QL_T	UCEC	Other cancers	0.0003127094003047
TCGA-AJ-A2QM_T	UCEC	Other cancers	-0.139283111131619
TCGA-AJ-A2QN_T	UCEC	Other cancers	-0.048710399543744
TCGA-AJ-A2QO_T	UCEC	Other cancers	0.0802502056820825
TCGA-AJ-A3BD_T	UCEC	Other cancers	0.0255436293294296
TCGA-AJ-A3BF_T	UCEC	Other cancers	-0.0711184846131397
TCGA-AJ-A3BG_T	UCEC	Other cancers	0.133911720376161
TCGA-AJ-A3BH_T	UCEC	Other cancers	-0.00245389860752354
TCGA-AJ-A3BI_T	UCEC	Other cancers	-0.0492539378830622
TCGA-AJ-A3BK_T	UCEC	Other cancers	-0.0355088613911315
TCGA-AJ-A3EJ_T	UCEC	Other cancers	-0.1117130583567
TCGA-AJ-A3EK_T	UCEC	Other cancers	0.0565705805962632
TCGA-AJ-A3EL_T	UCEC	Other cancers	-0.0624113062732705
TCGA-AJ-A3EM_T	UCEC	Other cancers	-0.115246130721256
TCGA-AJ-A3I9_T	UCEC	Other cancers	0.0104373803735424
TCGA-AJ-A3IA_T	UCEC	Other cancers	-0.0544847845065392
TCGA-AJ-A3NC_T	UCEC	Other cancers	0.0218831945913638
TCGA-AJ-A3NE_T	UCEC	Other cancers	-0.0155929998970162
TCGA-AJ-A3NF_T	UCEC	Other cancers	-0.0643158787705922
TCGA-AJ-A3NG_T	UCEC	Other cancers	-0.128677029682144
TCGA-AJ-A3NH_T	UCEC	Other cancers	-0.0945117186697965
TCGA-AJ-A3OJ_T	UCEC	Other cancers	0.0169781038944534
TCGA-AJ-A3OK_T	UCEC	Other cancers	0.00665288776602391
TCGA-AJ-A3OL_T	UCEC	Other cancers	0.00965642570971126
TCGA-AJ-A3QS_T	UCEC	Other cancers	0.00888750295538987
TCGA-AJ-A3TW_T	UCEC	Other cancers	-0.0542278083396104
TCGA-AJ-A5DV_T	UCEC	Other cancers	0.0281227561949515
TCGA-AJ-A5DW_T	UCEC	Other cancers	-0.0411720262096117
TCGA-AJ-A6NU_T	UCEC	Other cancers	0.067841794173147
TCGA-AJ-A8CT_T	UCEC	Other cancers	-0.0251088299555224
TCGA-AJ-A8CV_T	UCEC	Other cancers	-0.0320314962234443
TCGA-AJ-A8CW_T	UCEC	Other cancers	0.0577879449396964
TCGA-AK-3425_T	KIRC	Other cancers	-0.00378390586033761
TCGA-AK-3428_T	KIRC	Other cancers	0.0299452641663326
TCGA-AK-3431_T	KIRC	Other cancers	-0.00130855600502866
TCGA-AK-3433_T	KIRC	Other cancers	0.037587136410976
TCGA-AK-3434_T	KIRC	Other cancers	0.02895086919585
TCGA-AK-3440_T	KIRC	Other cancers	0.0455940681407774
TCGA-AK-3445_T	KIRC	Other cancers	-0.0145185245205249
TCGA-AK-3450_T	KIRC	Other cancers	0.0232208214376023
TCGA-AK-3453_T	KIRC	Other cancers	0.0319219450870324
TCGA-AK-3454_T	KIRC	Other cancers	0.0505904350862725
TCGA-AK-3458_T	KIRC	Other cancers	0.00723309555290474
TCGA-AK-3460_T	KIRC	Other cancers	0.0270971002330136
TCGA-AK-3461_T	KIRC	Other cancers	0.0189140851663329
TCGA-AL-7173_T	KIRP	Other cancers	0.00753095286128258
TCGA-AL-A5DJ_T	KIRP	Other cancers	-0.0000119227148901446
TCGA-AM-5820_T	COAD	GI cancers	0.27359730834265
TCGA-AM-5821_T	COAD	GI cancers	0.130609767767525
TCGA-AN-A0XL_T	BRCA	Other cancers	-0.0314863595650792
TCGA-AN-A0XN_T	BRCA	Other cancers	-0.0449618293205483
TCGA-AN-A0XO_T	BRCA	Other cancers	-0.030193495215088
TCGA-AN-A0XP_T	BRCA	Other cancers	-0.00893077056737757
TCGA-AN-A0XR_T	BRCA	Other cancers	0.00219247159673075
TCGA-AN-A0XS_T	BRCA	Other cancers	-0.0307682611263864
TCGA-AN-A0XT_T	BRCA	Other cancers	0.0213708483524166
TCGA-AN-A0XU_T	BRCA	Other cancers	-0.172275052094385
TCGA-AN-A0XV_T	BRCA	Other cancers	-0.0127588711091992
TCGA-AN-A0XW_T	BRCA	Other cancers	-0.0561540994341045
TCGA-AO-A03L_T	BRCA	Other cancers	0.0160320312132964
TCGA-AO-A03M_T	BRCA	Other cancers	-0.0498761473399459
TCGA-AO-A03N_T	BRCA	Other cancers	-0.00108985466791756
TCGA-AO-A03U_T	BRCA	Other cancers	-0.0892771054287869
TCGA-AO-A0JA_T	BRCA	Other cancers	-0.00258684513535656
TCGA-AO-A0JB_T	BRCA	Other cancers	-0.0536226649370853
TCGA-AO-A0JC_T	BRCA	Other cancers	-0.0312455470563637
TCGA-AO-A0JD_T	BRCA	Other cancers	-0.0297350357034396
TCGA-AO-A0JE_T	BRCA	Other cancers	-0.0453322994518295
TCGA-AO-A0JF_T	BRCA	Other cancers	-0.0330961323768815
TCGA-AO-A0JG_T	BRCA	Other cancers	-0.00659535558995139
TCGA-AO-A0JI_T	BRCA	Other cancers	0.0318709597704592
TCGA-AO-A0JJ_T	BRCA	Other cancers	-0.0198838227630537
TCGA-AO-A0JL_T	BRCA	Other cancers	-0.126990717706417
TCGA-AO-A0JM_T	BRCA	Other cancers	0.0286170315130335
TCGA-AO-A124_T	BRCA	Other cancers	-0.138682798545104
TCGA-AO-A125_T	BRCA	Other cancers	0.00209860357104319
TCGA-AO-A126_T	BRCA	Other cancers	-0.0289735024165807
TCGA-AO-A128_T	BRCA	Other cancers	-0.0522110324747871
TCGA-AO-A129_T	BRCA	Other cancers	-0.115402889043862
TCGA-AO-A12B_T	BRCA	Other cancers	-0.0160792953614084
TCGA-AO-A12C_T	BRCA	Other cancers	-0.00965750207701299
TCGA-AO-A12E_T	BRCA	Other cancers	-0.030954563171919
TCGA-AO-A12G_T	BRCA	Other cancers	-0.0183715811735129
TCGA-AO-A1KO_T	BRCA	Other cancers	-0.164599597074151
TCGA-AO-A1KP_T	BRCA	Other cancers	0.00236077158257375
TCGA-AO-A1KQ_T	BRCA	Other cancers	-0.0169040352384809
TCGA-AO-A1KR_T	BRCA	Other cancers	-0.0962205352008134
TCGA-AO-A1KS_T	BRCA	Other cancers	-0.023960012211201
TCGA-AO-A1KT_T	BRCA	Other cancers	0.00387532868346308
TCGA-AP-A059_T	UCEC	Other cancers	0.0031786919615282
TCGA-AP-A05O_T	UCEC	Other cancers	0.0108094786388779
TCGA-AP-A0LF_T	UCEC	Other cancers	-0.0410139952451601
TCGA-AP-A0LM_T	UCEC	Other cancers	-0.0489981216508508
TCGA-AP-A0LS_T	UCEC	Other cancers	-0.00874170573050648
TCGA-AP-A1DH_T	UCEC	Other cancers	-0.0228857050514588
TCGA-AP-A1DK_T	UCEC	Other cancers	-0.0658536364428773
TCGA-AP-A1DM_T	UCEC	Other cancers	0.0345120475686786
TCGA-AP-A1DO_T	UCEC	Other cancers	0.0998773380778616
TCGA-AP-A1DP_T	UCEC	Other cancers	0.0728991885501853
TCGA-AP-A1DQ_T	UCEC	Other cancers	-0.0598345839851274
TCGA-AP-A1DR_T	UCEC	Other cancers	0.00773027579567731
TCGA-AP-A1DV_T	UCEC	Other cancers	0.0561021291839937
TCGA-AP-A1E0_T	UCEC	Other cancers	0.02614232984405
TCGA-AP-A1E1_T	UCEC	Other cancers	0.0455428203916608
TCGA-AP-A1E3_T	UCEC	Other cancers	-0.0687018848070995
TCGA-AP-A1E4_T	UCEC	Other cancers	-0.109488028328656
TCGA-AP-A3K1_T	UCEC	Other cancers	-0.0105808103295342
TCGA-AP-A5FX_T	UCEC	Other cancers	-0.0466999656661801
TCGA-AQ-A04H_T	BRCA	Other cancers	0.0392431883445639
TCGA-AQ-A04L_T	BRCA	Other cancers	-0.0487351076557397
TCGA-AQ-A0Y5_T	BRCA	Other cancers	-0.041316882525579
TCGA-AQ-A1H2_T	BRCA	Other cancers	-0.000444686375923764
TCGA-AQ-A1H3_T	BRCA	Other cancers	-0.0379633614254111
TCGA-AQ-A54N_T	BRCA	Other cancers	-0.218244273201882
TCGA-AQ-A54O_T	BRCA	Other cancers	-0.0202493022064987
TCGA-AQ-A7U7_T	BRCA	Other cancers	-0.0422619455439428
TCGA-AR-A0TP_T	BRCA	Other cancers	-0.146460577290152
TCGA-AR-A0TQ_T	BRCA	Other cancers	-0.00822248305838957
TCGA-AR-A0TR_T	BRCA	Other cancers	0.0316254435131758
TCGA-AR-A0TT_T	BRCA	Other cancers	-0.00744192117962283
TCGA-AR-A0TU_T	BRCA	Other cancers	-0.143929234574351
TCGA-AR-A0TV_T	BRCA	Other cancers	0.0281026690795541
TCGA-AR-A0TW_T	BRCA	Other cancers	0.00229376549633997
TCGA-AR-A0TX_T	BRCA	Other cancers	-0.0318916797117835
TCGA-AR-A0TZ_T	BRCA	Other cancers	0.0527447158929015
TCGA-AR-A0U0_T	BRCA	Other cancers	-0.114733689842757
TCGA-AR-A0U2_T	BRCA	Other cancers	0.0469319422460726
TCGA-AR-A0U3_T	BRCA	Other cancers	0.0335270147820934
TCGA-AR-A0U4_T	BRCA	Other cancers	-0.0736654985129845
TCGA-AR-A1AI_T	BRCA	Other cancers	-0.101531005021436
TCGA-AR-A1AJ_T	BRCA	Other cancers	-0.0822186480350193
TCGA-AR-A1AK_T	BRCA	Other cancers	-0.0596575253261878
TCGA-AR-A1AL_T	BRCA	Other cancers	-0.0542768381748117
TCGA-AR-A1AM_T	BRCA	Other cancers	-0.0711467440740742
TCGA-AR-A1AN_T	BRCA	Other cancers	-0.021084540426156
TCGA-AR-A1AO_T	BRCA	Other cancers	-0.0888943982431659
TCGA-AR-A1AP_T	BRCA	Other cancers	-0.0135724744512292
TCGA-AR-A1AQ_T	BRCA	Other cancers	-0.118989234868891
TCGA-AR-A1AR_T	BRCA	Other cancers	-0.106777830571241
TCGA-AR-A1AS_T	BRCA	Other cancers	-0.00124993729790379
TCGA-AR-A1AT_T	BRCA	Other cancers	-0.032337308375687
TCGA-AR-A1AU_T	BRCA	Other cancers	-0.0658111212136164
TCGA-AR-A1AV_T	BRCA	Other cancers	0.039318706136659
TCGA-AR-A1AW_T	BRCA	Other cancers	-0.0261333118779742
TCGA-AR-A1AX_T	BRCA	Other cancers	-0.0499348084769318
TCGA-AR-A1AY_T	BRCA	Other cancers	-0.190809320171323
TCGA-AR-A24H_T	BRCA	Other cancers	0.00635125308654383
TCGA-AR-A24K_T	BRCA	Other cancers	-0.00945524570982414
TCGA-AR-A24L_T	BRCA	Other cancers	-0.0659357876678531
TCGA-AR-A24M_T	BRCA	Other cancers	-0.0312427218432658
TCGA-AR-A24N_T	BRCA	Other cancers	-0.0293746774106757
TCGA-AR-A24O_T	BRCA	Other cancers	-0.0454006574341544
TCGA-AR-A24P_T	BRCA	Other cancers	-0.0504573207053773
TCGA-AR-A24Q_T	BRCA	Other cancers	-0.155113725299384
TCGA-AR-A24R_T	BRCA	Other cancers	-0.00741557156767003
TCGA-AR-A24S_T	BRCA	Other cancers	-0.0226423387492519
TCGA-AR-A24T_T	BRCA	Other cancers	-0.0618410813561699
TCGA-AR-A24U_T	BRCA	Other cancers	-0.0372543804753231
TCGA-AR-A24V_T	BRCA	Other cancers	-0.0394475446150898
TCGA-AR-A24W_T	BRCA	Other cancers	-0.109472091880386
TCGA-AR-A24X_T	BRCA	Other cancers	-0.0205948865744354
TCGA-AR-A24Z_T	BRCA	Other cancers	0.0463700958518986
TCGA-AR-A250_T	BRCA	Other cancers	0.0385732608987671
TCGA-AR-A251_T	BRCA	Other cancers	-0.154077647967966
TCGA-AR-A252_T	BRCA	Other cancers	-0.043896067320943
TCGA-AR-A254_T	BRCA	Other cancers	-0.0406836415271277
TCGA-AR-A255_T	BRCA	Other cancers	-0.0467592418918328
TCGA-AR-A256_T	BRCA	Other cancers	-0.114896171991481
TCGA-AR-A2LE_T	BRCA	Other cancers	0.0489994220014849
TCGA-AR-A2LH_T	BRCA	Other cancers	-0.0641529694182565
TCGA-AR-A2LJ_T	BRCA	Other cancers	-0.0779257086474122
TCGA-AR-A2LK_T	BRCA	Other cancers	0.00625827537119472
TCGA-AR-A2LL_T	BRCA	Other cancers	-0.0162961983251622
TCGA-AR-A2LM_T	BRCA	Other cancers	-0.0656676168490795
TCGA-AR-A2LN_T	BRCA	Other cancers	-0.0374088203433998
TCGA-AR-A2LO_T	BRCA	Other cancers	-0.0921670263726644
TCGA-AR-A2LQ_T	BRCA	Other cancers	-0.116962781925604
TCGA-AR-A2LR_T	BRCA	Other cancers	-0.177425744265418
TCGA-AR-A5QM_T	BRCA	Other cancers	-0.020521413212872
TCGA-AR-A5QN_T	BRCA	Other cancers	0.0347419141642568
TCGA-AR-A5QP_T	BRCA	Other cancers	-0.0918978446612787
TCGA-AR-A5QQ_T	BRCA	Other cancers	-0.123480223139124
TCGA-AT-A5NU_T	KIRP	Other cancers	0.0327526156892746
TCGA-AU-3779_T	COAD	GI cancers	0.244708271764057
TCGA-AU-6004_T	COAD	GI cancers	0.198178333772764
TCGA-AW-A1PO_T	UCEC	Other cancers	-0.0824083309302671
TCGA-AX-A06D_T	UCEC	Other cancers	-0.0534026419096043
TCGA-AX-A06H_T	UCEC	Other cancers	0.0427500837385041
TCGA-AX-A06L_T	UCEC	Other cancers	-0.0418130205991494
